itemid,                    name, sell_single, buy_single, price_single, stock_single, sell_stacks, buy_stacks, price_stacks, stock_stacks
  2271,            coffee_beans,           1,          1,           79,           25,           1,          1,          948,           50
  2272,        rst._coff._beans,           1,          1,           77,           25,           1,          1,          924,           50
  2273,           coffee_powder,           1,          1,           77,           25,           1,          1,          924,           50
  2274,            mohbwa_cloth,           1,          1,           98,           25,           1,          1,         1176,           50
  2275,       scintillant_ingot,           1,          1,         4312,           25,           1,          1,        51744,           50
  2287,          karakul_thread,           1,          1,          600,           25,           1,          1,         7200,           50
  2288,           karakul_cloth,           1,          1,         1830,           25,           1,          1,        21960,           50
  2289,           wamoura_cloth,           1,          1,         1087,           25,           1,          1,        13044,           50
  2290,         imperial_cermet,           1,          1,          175,           25,           1,          1,         2100,           50
  2291,           puk_fletching,           1,          1,            4,           25,           1,          1,          396,           50
  2292,        apkal._fletching,           1,          1,            4,           25,           1,          1,          396,           50
  2293,         m._tusk_arwhds.,           1,          1,           46,           25,           1,          1,         4554,           50
  2294,         par._arrowheads,           1,          1,         1266,           25,           1,          1,       125334,           50
  2295,            mohbwa_grass,           1,          1,            1,           25,           1,          1,           12,           50
  2296,           mohbwa_thread,           1,          1,           17,           25,           1,          1,          204,           50
  2297,         water_arrowhds.,           1,          1,          937,           25,           1,          1,        92763,           50
  2298,          wind_arrowhds.,           1,          1,           90,           25,           1,          1,         8910,           50
  2299,         earth_arrowhds.,           1,          1,           90,           25,           1,          1,         8910,           50
  2300,                 ebonite,           1,          1,          112,           25,           1,          1,         1344,           50
  2301,                polyflan,           1,          1,          108,           25,           1,          1,         1296,           50
  2302,          tr._brz._ingot,           1,          1,           50,           25,           1,          1,          240,           50
  2303,          tr._brz._sheet,           1,          1,         1348,           25,           1,          1,        16176,           50
  2304,            wamoura_silk,           1,          1,         1447,           25,           1,          1,        17364,           50
  2305,              auric_sand,           1,          1,           35,           25,           1,          1,          420,           50
  2308,            mythril_coil,           1,          1,          707,           25,           1,          1,         8484,           50
  2309,          homncl._nerves,           1,          1,          257,           25,           1,          1,         3084,           50
  2310,              plasma_oil,           1,          1,            2,           25,           1,          1,          198,           50
  2311,         myth.gear_mach.,           1,          1,          396,           25,           1,          1,         4752,           50
  2315,            karakul_wool,           1,          1,          150,           25,           1,          1,         1800,           50
  2316,          polyflan_paper,           1,          1,            1,           25,           1,          1,           99,           50
  2322,                 attuner,           1,          1,          675,           25,           1,          1,         8100,           50
  2323,         tact._processor,           1,          1,          675,           25,           1,          1,         8100,           50
  2324,           drum_magazine,           1,          1,          675,           25,           1,          1,         8100,           50
  2325,               equalizer,           1,          1,          670,           25,           1,          1,         8040,           50
  2326,           target_marker,           1,          1,          662,           25,           1,          1,         7944,           50
  2327,          mana_channeler,           1,          1,          675,           25,           1,          1,         8100,           50
  2328,                  eraser,           1,          1,          678,           25,           1,          1,         8136,           50
  2329,            smoke_screen,           1,          1,          678,           25,           1,          1,         8136,           50
  2330,            yoichis_sash,           1,          1,          761,           25,           1,          1,         9132,           50
  2334,             poroggo_hat,           1,          1,         4329,           25,           1,          1,         7425,           50
  2335,        soulfl._tentacle,           1,          1,          933,           25,           1,          1,        11196,           50
  2336,        soulflayer_staff,           1,          1,         4778,           25,           1,          1,         6839,           50
  2337,            wamoura_hair,           1,          1,          150,           25,           1,          1,         1800,           50
  2338,           wamoura_scale,           1,          1,          312,           25,           1,          1,         3744,           50
  2340,         imp._silk_cloth,           1,          1,          970,           25,           1,          1,        11640,           50
  2343,        la_theine_millet,           1,          1,          450,           25,           1,          1,         5400,           50
  2345,           hi-chocolixir,           1,          1,         1348,           25,           1,          1,        16176,           50
  2346,           tornado_salad,           1,          1,         1233,           25,           1,          1,        14796,           50
  2347,         reactive_shield,           1,          1,          137,           25,           1,          1,         1644,           50
  2348,            tranquilizer,           1,          1,          169,           25,           1,          1,         2028,           50
  2349,           turbo_charger,           1,          1,           35,           25,           1,          1,          420,           50
  2350,                schurzen,           1,          1,          180,           25,           1,          1,         2160,           50
  2351,                  dynamo,           1,          1,           24,           25,           1,          1,          288,           50
  2352,               condenser,           1,          1,          176,           25,           1,          1,         2112,           50
  2353,             optic_fiber,           1,          1,          795,           25,           1,          1,         9540,           50
  2354,              economizer,           1,          1,          142,           25,           1,          1,         1704,           50
  2358,         lithic_w._scale,           1,          1,         1200,           25,           1,          1,        14400,           50
  2359,           star_sapphire,           1,          1,          580,           25,           1,          1,         6960,           50
  2360,             golden_gear,           1,          1,          906,           25,           1,          1,        10872,           50
  2361,           ameretat_vine,           1,          1,          750,           25,           1,          1,         9000,           50
  2362,            high_ebonite,           1,          1,           62,           25,           1,          1,          744,           50
  2363,               firebrick,           1,          1,         2799,           25,           1,          1,         5567,           50
  2364,          yellow_ginseng,           1,          1,          151,           25,           1,          1,         1812,           50
  2365,             demon_blood,           1,          1,          334,           25,           1,          1,         4008,           50
  2366,          whistle_coupon,           1,          1,         4085,           25,           0,          1,            1,           50
  2367,             gysahl_slop,           1,          1,          534,           25,           1,          1,         6408,           50
  2368,           deluxe_carrot,           1,          1,           88,           25,           1,          1,         1056,           50
  2369,             deluxe_worm,           1,          1,          111,           25,           1,          1,         1332,           50
  2370,            flower_seeds,           1,          1,         2251,           25,           1,          1,         7845,           50
  2371,           khimaira_horn,           1,          1,         2100,           25,           1,          1,        25200,           50
  2372,           khimaira_mane,           1,          1,          780,           25,           1,          1,         9360,           50
  2373,           khimaira_tail,           1,          1,         1400,           25,           1,          1,        16800,           50
  2374,              viper_dust,           1,          1,         1456,           25,           1,          1,        17472,           50
  2379,        ylw._chocobo_dye,           1,          1,          183,           25,           1,          1,         2196,           50
  2380,         red_chocobo_dye,           1,          1,          183,           25,           1,          1,         2196,           50
  2381,        blue_chocobo_dye,           1,          1,          183,           25,           1,          1,         2196,           50
  2382,        grn._chocobo_dye,           1,          1,          183,           25,           1,          1,         2196,           50
  2383,        blk._chocobo_dye,           1,          1,          183,           25,           1,          1,         2196,           50
  2389,             speed_apple,           1,          1,           21,           25,           1,          1,          252,           50
  2390,           stamina_apple,           1,          1,          150,           25,           1,          1,         1800,           50
  2391,            shadow_apple,           1,          1,           87,           25,           1,          1,         1044,           50
  2392,          pepper_biscuit,           1,          1,           87,           25,           1,          1,         1044,           50
  2393,            fire_biscuit,           1,          1,           87,           25,           1,          1,         1044,           50
  2394,             gysahl_bomb,           1,          1,           95,           25,           1,          1,         1140,           50
  2395,              spore_bomb,           1,          1,          245,           25,           1,          1,         2940,           50
  2396,         fairwth._fetish,           1,          1,           35,           25,           1,          1,          420,           50
  2397,           foulwth._frog,           1,          1,           12,           25,           1,          1,          144,           50
  2398,          chocobo_taping,           1,          1,          529,           25,           1,          1,         6348,           50
  2399,           chocobo_blnk.,           1,          1,           67,           25,           1,          1,          804,           50
  2400,             shadow_roll,           1,          1,          392,           25,           1,          1,         4704,           50
  2401,            chocobo_hood,           1,          1,          539,           25,           1,          1,         6468,           50
  2403,        r_chocotrain_str,           1,          1,          192,           25,           0,          1,            1,           50
  2404,        r_chocotrain_end,           1,          1,          180,           25,           0,          1,            1,           50
  2405,        r_chocotrain_dsc,           1,          1,          192,           25,           0,          1,            1,           50
  2406,        r_chocotrain_rcp,           1,          1,          192,           25,           0,          1,            1,           50
  2407,            r_chocotrain,           1,          1,          192,           25,           0,          1,            1,           50
  2408,           flocon-de-mer,           1,          1,         2760,           25,           1,          1,        33120,           50
  2409,            flame_holder,           1,          1,         1052,           25,           1,          1,        12624,           50
  2410,               ice_maker,           1,          1,         1052,           25,           1,          1,        12624,           50
  2411,              replicator,           1,          1,           80,           25,           1,          1,          960,           50
  2412,              hammermill,           1,          1,         1216,           25,           1,          1,        14592,           50
  2413,                  coiler,           1,          1,          529,           25,           1,          1,         6348,           50
  2414,            steam_jacket,           1,          1,          420,           25,           1,          1,         5040,           50
  2415,        turbo_charger_ii,           1,          1,         1420,           25,           1,          1,         7096,           50
  2416,           vivi-valve_ii,           1,          1,         3173,           25,           1,          1,         9409,           50
  2417,        aht_urhgan_brass,           1,          1,           82,           25,           1,          1,          984,           50
  2418,        a.u._brass_ingot,           1,          1,          441,           25,           1,          1,         5292,           50
  2419,         a.u_brass_sheet,           1,          1,          164,           25,           1,          1,         1968,           50
  2420,          luminous_shell,           1,          1,          674,           25,           1,          1,         8088,           50
  2421,            spirit_shell,           1,          1,          855,           25,           1,          1,        10260,           50
  2422,         mtl._mesh_sheet,           1,          1,          674,           25,           1,          1,         8088,           50
  2423,             frigid_skin,           1,          1,          838,           25,           1,          1,        10056,           50
  2424,            incomb._wool,           1,          1,          608,           25,           1,          1,         7296,           50
  2425,           humid._velvet,           1,          1,          740,           25,           1,          1,         8880,           50
  2426,              wivre_horn,           1,          1,          742,           25,           1,          1,         8904,           50
  2427,              wivre_maul,           1,          1,          850,           25,           1,          1,        10200,           50
  2428,              wivre_hide,           1,          1,         1050,           25,           1,          1,        12600,           50
  2439,             cursed_helm,           1,          1,         3329,           25,           0,          1,            1,           50
  2440,          cursed_helm_-1,           1,          1,         4793,           25,           0,          1,            1,           50
  2441,          c._breastplate,           1,          1,         4121,           25,           0,          1,            1,           50
  2442,       c._breastplate_-1,           1,          1,         4229,           25,           0,          1,            1,           50
  2443,        cursed_gauntlets,           1,          1,         1217,           25,           0,          1,            1,           50
  2444,         c._gauntlets_-1,           1,          1,         2529,           25,           0,          1,            1,           50
  2445,          cursed_cuishes,           1,          1,         2571,           25,           0,          1,            1,           50
  2446,       cursed_cuishes_-1,           1,          1,         1482,           25,           0,          1,            1,           50
  2447,         cursed_sabatons,           1,          1,         2063,           25,           0,          1,            1,           50
  2448,          c._sabatons_-1,           1,          1,         4539,           25,           0,          1,            1,           50
  2449,              cursed_hat,           1,          1,         3659,           25,           0,          1,            1,           50
  2450,           cursed_hat_-1,           1,          1,         3066,           25,           0,          1,            1,           50
  2451,             cursed_coat,           1,          1,         2598,           25,           0,          1,            1,           50
  2452,          cursed_coat_-1,           1,          1,         1411,           25,           0,          1,            1,           50
  2453,            cursed_cuffs,           1,          1,         2366,           25,           0,          1,            1,           50
  2454,         cursed_cuffs_-1,           1,          1,         4432,           25,           0,          1,            1,           50
  2455,            cursed_trews,           1,          1,         4694,           25,           0,          1,            1,           50
  2456,         cursed_trews_-1,           1,          1,         4186,           25,           0,          1,            1,           50
  2457,            cursed_clogs,           1,          1,         2285,           25,           0,          1,            1,           50
  2458,         cursed_clogs_-1,           1,          1,         2962,           25,           0,          1,            1,           50
  2459,                  minium,           1,          1,         8415,           25,           1,          1,       100980,           50
  2460,          f._glass_sheet,           1,          1,         1414,           25,           1,          1,        16968,           50
  2461,             rusty_medal,           1,          1,          318,           25,           0,          1,            1,           50
  2462,            frayed_arrow,           1,          1,          308,           25,           0,          1,            1,           50
  2463,           colorful_hair,           1,          1,          266,           25,           0,          1,            1,           50
  2464,          carbon_dioxide,           1,          1,           97,           25,           1,          1,         1164,           50
  2465,              rubber_cap,           1,          1,         5000,           25,           1,          1,        60000,           50
  2466,          rubber_harness,           1,          1,         5000,           25,           1,          1,        60000,           50
  2467,           rubber_gloves,           1,          1,         5000,           25,           1,          1,        60000,           50
  2468,         rubber_chausses,           1,          1,         5000,           25,           1,          1,        60000,           50
  2469,            rubber_soles,           1,          1,         5000,           25,           1,          1,        60000,           50
  2470,         nethereye_chain,           1,          1,         5000,           25,           1,          1,        60000,           50
  2471,       netherfield_chain,           1,          1,         5000,           25,           1,          1,        60000,           50
  2472,      netherspirit_chain,           1,          1,         5000,           25,           1,          1,        60000,           50
  2473,        nethercant_chain,           1,          1,         5000,           25,           1,          1,        60000,           50
  2474,        netherpact_chain,           1,          1,         5000,           25,           1,          1,        60000,           50
  2475,                  kaolin,           1,          1,          521,           25,           1,          1,         6252,           50
  2476,           platinum_silk,           1,          1,         3400,           25,           1,          1,        40800,           50
  2482,          chocotrain_str,           1,          1,          196,           25,           0,          1,            1,           50
  2483,          chocotrain_end,           1,          1,          196,           25,           0,          1,            1,           50
  2484,          chocotrain_dsc,           1,          1,          196,           25,           0,          1,            1,           50
  2485,          chocotrain_rcp,           1,          1,          196,           25,           0,          1,            1,           50
  2488,             alexandrite,           1,          1,         3276,           25,           1,          1,         6500,           50
  2496,         anc._beast_horn,           1,          1,         3178,           25,           1,          1,        38136,           50
  2497,          kukulkans_skin,           1,          1,         5040,           25,           1,          1,        60480,           50
  2498,          briareuss_sash,           1,          1,         5040,           25,           1,          1,        60480,           50
  2499,            regurg._wing,           1,          1,         5040,           25,           1,          1,        60480,           50
  2501,        b._puppet_turban,           1,          1,          800,           25,           0,          1,            1,           50
  2502,        w._puppet_turban,           1,          1,          880,           25,           0,          1,            1,           50
  2503,                  almond,           1,          1,           35,           25,           1,          1,          420,           50
  2504,      h._qdv._chestplate,           1,          1,         2704,           25,           1,          1,         8177,           50
  2505,       h._qdv._backplate,           1,          1,         3786,           25,           1,          1,         5436,           50
  2506,            ladybug_wing,           1,          1,           88,           25,           1,          1,         1056,           50
  2507,       lycopodium_flower,           1,          1,          120,           25,           1,          1,         1440,           50
  2508,               gold_dust,           1,          1,           60,           25,           1,          1,          720,           50
  2509,                slug_eye,           1,          1,          100,           25,           1,          1,         1200,           50
  2510,              orc_helmet,           1,          1,         2262,           25,           1,          1,         6508,           50
  2511,            orc_pauldron,           1,          1,         4295,           25,           1,          1,         5783,           50
  2512,               lynx_hide,           1,          1,          720,           25,           1,          1,         8640,           50
  2513,          rafflesia_vine,           1,          1,          468,           25,           1,          1,         5616,           50
  2514,         rafflesia_petal,           1,          1,          565,           25,           1,          1,         6780,           50
  2515,           sandworm_fang,           1,          1,          178,           25,           1,          1,         2136,           50
  2516,          sandworm_shell,           1,          1,          178,           25,           1,          1,         2136,           50
  2518,           smilodon_hide,           1,          1,          480,           25,           1,          1,         5760,           50
  2519,            yagudo_osode,           1,          1,         1691,           25,           1,          1,         8570,           50
  2520,             yagudo_kote,           1,          1,         1483,           25,           1,          1,         5491,           50
  2521,              gnole_claw,           1,          1,          520,           25,           1,          1,         6240,           50
  2522,               gnat_wing,           1,          1,           74,           25,           1,          1,          888,           50
  2523,             peiste_skin,           1,          1,          512,           25,           1,          1,         6144,           50
  2524,          peiste_stinger,           1,          1,          384,           25,           1,          1,         4608,           50
  2529,         smildn._leather,           1,          1,          659,           25,           1,          1,         7908,           50
  2530,            lynx_leather,           1,          1,          870,           25,           1,          1,        10440,           50
  2531,                obsidian,           1,          1,          187,           25,           1,          1,         2244,           50
  2532,                teak_log,           1,          1,         2047,           25,           1,          1,        24564,           50
  2533,             teak_lumber,           1,          1,         2047,           25,           1,          1,        24564,           50
  2534,           jacaranda_log,           1,          1,         3000,           25,           1,          1,        36000,           50
  2535,          jacaranda_lbr.,           1,          1,         1660,           25,           1,          1,        19920,           50
  2536,          electrum_ingot,           1,          1,          918,           25,           1,          1,        11016,           50
  2537,                  cilice,           1,          1,         1102,           25,           1,          1,        13224,           50
  2538,          peiste_leather,           1,          1,         1332,           25,           1,          1,        15984,           50
  2539,            dhalmel_hair,           1,          1,          639,           25,           1,          1,         7668,           50
  2542,         goblin_mess_tin,           1,          1,         3946,           25,           1,          1,         8180,           50
  2543,             goblin_weel,           1,          1,         3189,           25,           1,          1,         7334,           50
  2544,         smilodon_collar,           1,          1,         4602,           25,           1,          1,         9092,           50
  2545,             lynx_collar,           1,          1,         4517,           25,           1,          1,         7397,           50
  2546,         blk._bolt_heads,           1,          1,           47,           25,           1,          1,         4653,           50
  2547,         obsid._arrowhd.,           1,          1,           61,           25,           1,          1,         6039,           50
  2548,         gnat_fletchings,           1,          1,           60,           25,           1,          1,         5940,           50
  2549,               djinn_ash,           1,          1,          770,           25,           1,          1,         9240,           50
  2550,                  vellum,           1,          1,          200,           25,           1,          1,         2400,           50
  2551,          electrum_chain,           1,          1,          740,           25,           1,          1,         8880,           50
  2553,         sanjaku-tenugui,           1,          1,           12,           25,           1,          1,         1188,           50
  2554,                asphodel,           1,          1,           25,           25,           1,          1,          300,           50
  2555,                   soshi,           1,          1,           25,           25,           1,          1,         2475,           50
  2561,             pizza_dough,           1,          1,          200,           25,           1,          1,         2400,           50
  2563,             karugo_clay,           1,          1,          607,           25,           1,          1,         7284,           50
  2568,          lthe._consomme,           1,          1,           48,           25,           1,          1,          576,           50
  2569,            lethe_potage,           1,          1,           48,           25,           1,          1,          576,           50
  2570,           pelt_of_dawon,           1,          1,         1575,           25,           1,          1,        18900,           50
  2639,           hardened_bone,           1,          1,          684,           25,           0,          1,            1,           50
  2640,           murex_spicule,           1,          1,          338,           25,           1,          1,         4056,           50
  2641,          amb._pseudopod,           1,          1,          353,           25,           1,          1,         4236,           50
  2642,                 kabenro,           1,          1,           25,           25,           1,          1,         2475,           50
  2643,                   jinko,           1,          1,            5,           25,           1,          1,          495,           50
  2644,                   ryuno,           1,          1,           15,           25,           1,          1,         1485,           50
  2645,          eastern_ginger,           1,          1,           36,           25,           1,          1,          432,           50
  2648,           ant._arrowhd.,           1,          1,           75,           25,           1,          1,         7425,           50
  2649,         colibri_fltchg.,           1,          1,           41,           25,           1,          1,         4059,           50
  2650,         drk._bolt_heads,           1,          1,            1,           25,           1,          1,           99,           50
  2651,         fsn._bolt_heads,           1,          1,            1,           25,           1,          1,           99,           50
  2652,              gigas_helm,           1,          1,         4781,           25,           1,          1,         7090,           50
  2653,         gigas_gauntlets,           1,          1,         1271,           25,           1,          1,         5843,           50
  2654,         dark_ixion_horn,           1,          1,          166,           25,           1,          1,         1992,           50
  2655,         dark_ixion_tail,           1,          1,          166,           25,           1,          1,         1992,           50
  2702,         buckwheat_flour,           1,          1,          408,           25,           1,          1,         4896,           50
  2703,          khrom._leather,           1,          1,          229,           25,           1,          1,         2748,           50
  2704,        oil-soaked_clth.,           1,          1,         1621,           25,           1,          1,        19452,           50
  2705,                 foulard,           1,          1,         3838,           25,           1,          1,        46056,           50
  2706,          blue_text._dye,           1,          1,            1,           25,           1,          1,           12,           50
  2707,         green_text._dye,           1,          1,            1,           25,           1,          1,           12,           50
  2708,         yellow_txt._dye,           1,          1,            1,           25,           1,          1,           12,           50
  2709,         white_text._dye,           1,          1,            4,           25,           1,          1,           48,           50
  2710,            soba_noodles,           1,          1,          194,           25,           1,          1,         2328,           50
  2711,           khroma_nugget,           1,          1,          235,           25,           1,          1,         2820,           50
  2712,         red_textile_dye,           1,          1,           51,           25,           1,          1,          612,           50
  2713,              dyers_woad,           1,          1,          182,           25,           1,          1,         2184,           50
  2729,               hydrangea,           1,          1,           25,           25,           1,          1,          300,           50
  2733,        s._smil._leather,           1,          1,          283,           25,           1,          1,         3396,           50
  2735,       dk._ixion_ferrule,           1,          1,         1412,           25,           1,          1,        16944,           50
  2737,             silky_suede,           1,          1,         1956,           25,           1,          1,        23472,           50
  2743,             oxblood_orb,           1,          1,          951,           25,           1,          1,        11412,           50
  2744,          angel_skin_orb,           1,          1,          705,           25,           1,          1,         8460,           50
  2747,         gargouille_horn,           1,          1,          971,           25,           1,          1,        11652,           50
  2748,          garglle._shank,           1,          1,          760,           25,           1,          1,         9120,           50
  2749,          gargouille_eye,           1,          1,         1162,           25,           1,          1,        13944,           50
  2750,         amphiptere_hide,           1,          1,         1220,           25,           1,          1,        14640,           50
  2751,           amph._leather,           1,          1,         1525,           25,           1,          1,        18300,           50
  2752,           amph._whisker,           1,          1,         1100,           25,           1,          1,        13200,           50
  2753,         amphiptere_claw,           1,          1,         2348,           25,           1,          1,        28176,           50
  2754,             ruszor_fang,           1,          1,         1101,           25,           1,          1,        13212,           50
  2755,             ruszor_hide,           1,          1,         1101,           25,           1,          1,        13212,           50
  2756,          ruszor_leather,           1,          1,         1101,           25,           1,          1,        13212,           50
  2761,            feyweald_log,           1,          1,          770,           25,           1,          1,         9240,           50
  2762,          feywld._lumber,           1,          1,          490,           25,           1,          1,         5880,           50
  2763,               swamp_ore,           1,          1,          480,           25,           1,          1,         5760,           50
  2764,           dweomer_steel,           1,          1,         1040,           25,           1,          1,        12480,           50
  2765,          fools_gold_ore,           1,          1,          700,           25,           1,          1,         8400,           50
  2766,            oberons_gold,           1,          1,         1000,           25,           1,          1,        12000,           50
  2767,          ob._gold_sheet,           1,          1,         1500,           25,           1,          1,        18000,           50
  2768,         revertant_sing.,           1,          1,           50,           25,           1,          1,          600,           50
  2769,            buggane_horn,           1,          1,          900,           25,           1,          1,        10800,           50
  2770,         white_butterfly,           1,          1,           44,           25,           1,          1,          528,           50
  2771,            bell_cricket,           1,          1,           44,           25,           1,          1,          528,           50
  2772,                 glowfly,           1,          1,           44,           25,           1,          1,          528,           50
  2773,          fine_parchment,           1,          1,           39,           25,           0,          1,            1,           50
  2774,           enchanted_ink,           1,          1,           39,           25,           0,          1,            1,           50
  2775,              padded_box,           1,          1,           56,           25,           0,          1,            1,           50
  2776,            pumice_stone,           1,          1,           39,           25,           0,          1,            1,           50
  2777,          magicked_blood,           1,          1,           39,           25,           0,          1,            1,           50
  2778,         inferior_cocoon,           1,          1,           39,           25,           0,          1,            1,           50
  2784,             fire_fewell,           1,          1,           25,           25,           1,          1,         2475,           50
  2785,              ice_fewell,           1,          1,           25,           25,           1,          1,         2475,           50
  2786,             wind_fewell,           1,          1,           25,           25,           1,          1,         2475,           50
  2787,            earth_fewell,           1,          1,           25,           25,           1,          1,         2475,           50
  2788,        lightning_fewell,           1,          1,           25,           25,           1,          1,         2475,           50
  2789,            water_fewell,           1,          1,           25,           25,           1,          1,         2475,           50
  2790,            light_fewell,           1,          1,           25,           25,           1,          1,         2475,           50
  2791,             dark_fewell,           1,          1,           25,           25,           1,          1,         2475,           50
  2792,           catalytic_oil,           1,          1,           25,           25,           1,          1,          300,           50
  2800,               revertant,           1,          1,           25,           25,           1,          1,          300,           50
  2803,              mordant_15,           1,          1,           25,           25,           1,          1,          300,           50
  2804,              mordant_30,           1,          1,           25,           25,           1,          1,          300,           50
  2805,              mordant_45,           1,          1,           25,           25,           1,          1,          300,           50
  2806,              mordant_60,           1,          1,           59,           25,           1,          1,          708,           50
  2807,              mordant_75,           1,          1,           25,           25,           1,          1,          300,           50
  2823,                 iridium,           1,          1,         1364,           25,           1,          1,        16368,           50
  2824,                shagreen,           1,          1,         1264,           25,           1,          1,        15168,           50
  2825,                 cambric,           1,          1,         1328,           25,           1,          1,        15936,           50
  2826,            mandra_scale,           1,          1,         4449,           25,           1,          1,         8913,           50
  2827,        rgd._gld._thread,           1,          1,         4283,           25,           1,          1,         9003,           50
  2828,         herensugue_skin,           1,          1,         2476,           25,           1,          1,         6161,           50
  2829,          radiant_velvet,           1,          1,         3827,           25,           1,          1,         9662,           50
  2830,             bastet_fang,           1,          1,         3528,           25,           1,          1,         5757,           50
  2831,        yel._brass_chain,           1,          1,         4484,           25,           1,          1,         8376,           50
  2832,          samwells_shank,           1,          1,         2540,           25,           1,          1,         9847,           50
  2833,           thunder_coral,           1,          1,         1750,           25,           1,          1,         8803,           50
  2834,           immortal_molt,           1,          1,         3483,           25,           1,          1,         8824,           50
  2835,               dahu_hair,           1,          1,         4329,           25,           1,          1,         6771,           50
  2836,           woolly_pelage,           1,          1,         3621,           25,           1,          1,         7334,           50
  2837,          ratatoskr_pelt,           1,          1,         3070,           25,           1,          1,         5757,           50
  2838,         ephemeral_cloth,           1,          1,         1754,           25,           1,          1,         8107,           50
  2839,         coquecigr._skin,           1,          1,         4176,           25,           1,          1,         7773,           50
  2840,          imperial_topaz,           1,          1,         1944,           25,           1,          1,         8438,           50
  2841,        qdv._silv._ingot,           1,          1,         1269,           25,           1,          1,         6150,           50
  2842,           flawed_garnet,           1,          1,         3988,           25,           1,          1,         5806,           50
  2843,               lineadach,           1,          1,         4284,           25,           1,          1,         8818,           50
  2844,         penumbral_brass,           1,          1,         3305,           25,           1,          1,         5623,           50
  2845,            aramid_fiber,           1,          1,         4635,           25,           1,          1,         6042,           50
  2846,          hefty_oak_lbr.,           1,          1,         2911,           25,           1,          1,         7351,           50
  2847,             blue_jasper,           1,          1,         3535,           25,           1,          1,         8550,           50
  2848,        grimy_brz._sheet,           1,          1,         1494,           25,           1,          1,         5172,           50
  2849,             likho_talon,           1,          1,         4293,           25,           1,          1,         8996,           50
  2850,            sahagin_gold,           1,          1,         2207,           25,           1,          1,         5492,           50
  2851,               bukktooth,           1,          1,         1296,           25,           1,          1,         8234,           50
  2852,               tenebrium,           1,          1,         3938,           25,           1,          1,         9165,           50
  2853,         malebolge_mand.,           1,          1,         2959,           25,           1,          1,         7223,           50
  2854,        stately_crab_sh.,           1,          1,         1081,           25,           1,          1,         8271,           50
  2855,          mahogany_htwd.,           1,          1,         4803,           25,           1,          1,         5798,           50
  2856,           ensang._cloth,           1,          1,         3068,           25,           1,          1,         9155,           50
  2857,          t._tama-hagane,           1,          1,         3791,           25,           1,          1,         6111,           50
